,Year,Category,Cat_Type,Winner,Winning_Artist,Winning_Album,GenderAwards,Decade,Cat_Count,Cat_Type_Count,Winner_Count,Artist_Wins,Album_Wins
579,1985,Black Male Video,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,1,156,8,8,
340,2001,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2000,18,216,8,8,
341,2002,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2000,18,216,8,8,
342,2003,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2000,18,216,8,8,
343,2008,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2000,18,216,8,8,
344,2014,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2010,18,216,8,8,
345,2015,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2010,18,216,8,8,
879,1982,Award Of Merit,Merit,Stevie Wonder,Stevie Wonder,,,1980,35,36,8,8,
204,2007,T-Mobile Text-In Awards,T-Mobile Text-In Awards,Carrie Underwood,Carrie Underwood,,,2000,5,5,8,8,
886,1986,Soul/R&B Video Male,Male Artist,Stevie Wonder,Stevie Wonder,,Male,1980,2,156,8,8,
338,2016,Favorite Artist - Latin,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,2010,3,216,8,8,
578,1985,Black Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,1,156,8,8,
339,1999,Latin Music Artist,Artist_No Gender,Enrique Iglesias,Enrique Iglesias,,,1990,18,216,8,8,
580,1985,Pop/Rock Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,43,156,8,8,
581,1987,Pop/Rock Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,43,156,8,8,
880,1974,Soul/R&B Male,Male Artist,Stevie Wonder,Stevie Wonder,,Male,1970,42,156,8,8,
881,1975,Soul/R&B Male,Male Artist,Stevie Wonder,Stevie Wonder,,Male,1970,42,156,8,8,
882,1977,Soul/R&B Male,Male Artist,Stevie Wonder,Stevie Wonder,,Male,1970,42,156,8,8,
883,1978,Soul/R&B Male,Male Artist,Stevie Wonder,Stevie Wonder,,Male,1970,42,156,8,8,
884,1982,Soul/R&B Male,Male Artist,Stevie Wonder,Stevie Wonder,,Male,1980,42,156,8,8,
585,1987,Soul/R&B Video Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,2,156,8,8,
584,1987,Soul/R&B Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,42,156,8,8,
583,1983,Soul/R&B Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,42,156,8,8,
582,1985,Pop/Rock Video Male,Male Artist,Lionel Richie,Lionel Richie,,Male,1980,3,156,8,8,
90,1985,Country Female,Female Artist,Barbara Mandrell ,Barbara Mandrell ,,Female,1980,44,148,6,7,
89,1984,Country Female,Female Artist,Barbara Mandrell ,Barbara Mandrell ,,Female,1980,44,148,6,7,
88,1983,Country Female,Female Artist,Barbara Mandrell ,Barbara Mandrell ,,Female,1980,44,148,6,7,
87,1982,Country Female,Female Artist,Barbara Mandrell ,Barbara Mandrell ,,Female,1980,44,148,6,7,
86,1981,Country Female,Female Artist,Barbara Mandrell ,Barbara Mandrell ,,Female,1980,44,148,6,7,
130,2006,Soul/R&B Group,Group,Black Eyed Peas,Black Eyed Peas,,,2000,34,140,7,7,
114,2016,Tour of the Year,Tour of the Year,Beyonce,Beyonce,,,2010,5,5,7,7,
91,1987,Country Female,Female Artist,Barbara Mandrell ,Barbara Mandrell ,,Female,1980,44,148,6,7,
92,1980,Country Single,Single,Barbara Mandrell Sleeping Single In A Double Bed ,Barbara Mandrell ,ÂÂSleeping Single In A Double BedÃ¢ ,,1980,24,94,1,7,1.0
108,2017,Favorite Female Artist - Soul/R&B,Female Artist,Beyonce,Beyonce,,Female,2010,3,148,7,7,
109,2007,International Artist Award,Artist_No Gender,Beyonce,Beyonce,,,2000,8,216,7,7,
110,2009,Soul/R&B Female,Female Artist,Beyonce,Beyonce,,Female,2000,41,148,7,7,
111,2011,Soul/R&B Female,Female Artist,Beyonce,Beyonce,,Female,2010,41,148,7,7,
112,2012,Soul/R&B Female,Female Artist,Beyonce,Beyonce,,Female,2010,41,148,7,7,
113,2014,Soul/R&B Female,Female Artist,Beyonce,Beyonce,,Female,2010,41,148,7,7,
125,2005,Pop/Rock Group,Group,Black Eyed Peas,Black Eyed Peas,,,2000,41,140,7,7,
126,2009,Pop/Rock Group,Group,Black Eyed Peas,Black Eyed Peas,,,2000,41,140,7,7,
127,2010,Pop/Rock Group,Group,Black Eyed Peas,Black Eyed Peas,,,2010,41,140,7,7,
128,2005,Rap/Hip-Hop Group,Group,Black Eyed Peas,Black Eyed Peas,,,2000,5,140,7,7,
129,2006,Rap/Hip-Hop Group,Group,Black Eyed Peas,Black Eyed Peas,,,2000,5,140,7,7,
403,1975,Soul/R&B Single,Single,Gladys Knight & The Pips Midnight Train To Georgia ,Gladys Knight & The Pips ,ÂÂMidnight Train To GeorgiaÃ¢ ,,1970,22,94,1,7,1.0
131,2009,Soul/R&B Group,Group,Black Eyed Peas,Black Eyed Peas,,,2000,34,140,7,7,
963,1994,Soul/R&B New Artist,Artist_No Gender,Toni Braxton ,Toni Braxton ,,,1990,15,216,4,7,
401,1984,Soul/R&B Group,Group,Gladys Knight & The Pips ,Gladys Knight & The Pips ,,,1980,34,140,5,7,
400,1976,Soul/R&B Group,Group,Gladys Knight & The Pips ,Gladys Knight & The Pips ,,,1970,34,140,5,7,
399,1975,Soul/R&B Group,Group,Gladys Knight & The Pips ,Gladys Knight & The Pips ,,,1970,34,140,5,7,
398,1975,Soul/R&B Album,Album,Gladys Knight & The Pips Imagination ,Gladys Knight & The Pips ,ÂÂImaginationÃ¢ ,,1970,40,174,1,7,1.0
397,1975,Pop/Rock Group,Group,Gladys Knight & The Pips ,Gladys Knight & The Pips ,,,1970,41,140,5,7,
402,1989,Soul/R&B Group,Group,Gladys Knight & The Pips ,Gladys Knight & The Pips ,,,1980,34,140,5,7,
957,1994,Adult Contemporary New Artist,Artist_No Gender,Toni Braxton ,Toni Braxton ,,,1990,3,216,4,7,
958,1995,Soul/R&B Album,Album,Toni Braxton Toni Braxton ,Toni Braxton ,ÂÂToni BraxtonÃ¢ ,,1990,40,174,1,7,1.0
959,1997,Soul/R&B Album,Album,Toni Braxton Secrets ,Toni Braxton ,ÂÂSecretsÃ¢ ,,1990,40,174,1,7,1.0
960,2001,Soul/R&B Album,Album,Toni Braxton The Heat ,Toni Braxton ,ÂÂThe HeatÃ¢ ,,2000,40,174,1,7,1.0
961,1997,Soul/R&B Female,Female Artist,Toni Braxton ,Toni Braxton ,,Female,1990,41,148,4,7,
962,2001,Soul/R&B Female,Female Artist,Toni Braxton ,Toni Braxton ,,Female,2000,41,148,4,7,
942,1995,Country New Artist,Artist_No Gender,Tim Mcgraw,Tim Mcgraw,,,1990,15,216,6,6,
941,2007,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6,
939,2003,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6,
938,2002,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6,
937,2001,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6,
940,2005,Country Male,Male Artist,Tim Mcgraw,Tim Mcgraw,,Male,2000,44,156,6,6,
13,1991,Heavy Metal/Hard Rock Artist,Artist_No Gender,Aerosmith,Aerosmith,,,1990,7,216,6,6,
587,1982,Pop/Rock Single,Single,Lionel Richie Endless Love ,Lionel Richie ,ÂÂEndless LoveÃ¢ ,,1980,24,94,1,6,4.0
742,1976,Pop/Rock Female,Female Artist,Olivia Newton-John,Olivia Newton-John,,Female,1970,42,148,6,6,
740,1976,Country Female,Female Artist,Olivia Newton-John,Olivia Newton-John,,Female,1970,44,148,6,6,
739,1975,Country Female,Female Artist,Olivia Newton-John,Olivia Newton-John,,Female,1970,44,148,6,6,
611,2002,Soul/R&B Male,Male Artist,Luther Vandross,Luther Vandross,,Male,2000,42,156,6,6,
610,1996,Soul/R&B Male,Male Artist,Luther Vandross,Luther Vandross,,Male,1990,42,156,6,6,
609,1994,Soul/R&B Male,Male Artist,Luther Vandross,Luther Vandross,,Male,1990,42,156,6,6,
607,1990,Soul/R&B Male,Male Artist,Luther Vandross,Luther Vandross,,Male,1990,42,156,6,6,
606,1988,Soul/R&B Male,Male Artist,Luther Vandross,Luther Vandross,,Male,1980,42,156,6,6,
591,1984,Soul/R&B Single,Single,Lionel Richie All Night Long ,Lionel Richie ,ÂÂAll Night LongÃ¢ÂÂ ,,1980,22,94,1,6,1.0
590,1987,Pop/Rock Video Single,Single,Lionel Richie Dancing On The Ceiling ,Lionel Richie ,ÂÂDancing On The CeilingÃ¢ ,,1980,1,94,1,6,1.0
589,1985,Pop/Rock Single Video,Single,Lionel Richie Hello ,Lionel Richie ,ÂÂHelloÃ¢ ,,1980,2,94,2,6,2.0
588,1983,Pop/Rock Single,Single,Lionel Richie Truly ,Lionel Richie ,ÂÂTrulyÃ¢ ,,1980,24,94,1,6,1.0
14,1994,Heavy Metal/Hard Rock Artist,Artist_No Gender,Aerosmith,Aerosmith,,,1990,7,216,6,6,
586,1985,Black Single Video,Single,Lionel Richie Hello ,Lionel Richie ,ÂÂHelloÃ¢ ,,1980,1,94,2,6,2.0
298,1979,Disco Album,Album,Donna Summer Live And More ,Donna Summer ,ÂÂLive And MoreÃ¢ ,,1970,1,174,1,6,1.0
299,1979,Disco Female,Female Artist,Donna Summer ,Donna Summer ,,Female,1970,1,148,3,6,
300,1979,Disco Single,Single,Donna Summer Last Dance ,Donna Summer ,ÂÂLast DanceÃ¢ ,,1970,1,94,1,6,1.0
301,1980,Pop/Rock Female,Female Artist,Donna Summer ,Donna Summer ,,Female,1980,42,148,3,6,
302,1980,Pop/Rock Single,Single,Donna Summer Bad Girls ,Donna Summer ,ÂÂBad GirlsÃ¢ ,,1980,24,94,1,6,1.0
303,1980,Soul/R&B Female,Female Artist,Donna Summer ,Donna Summer ,,Female,1980,41,148,3,6,
741,1975,Pop/Rock Female,Female Artist,Olivia Newton-John,Olivia Newton-John,,Female,1970,42,148,6,6,
608,1992,Soul/R&B Male,Male Artist,Luther Vandross,Luther Vandross,,Male,1990,42,156,6,6,
743,1977,Pop/Rock Female,Female Artist,Olivia Newton-John,Olivia Newton-John,,Female,1970,42,148,6,6,
15,2001,International Artist Award,Artist_No Gender,Aerosmith,Aerosmith,,,2000,8,216,6,6,
18,1999,Pop/Rock Group,Group,Aerosmith,Aerosmith,,,1990,41,140,6,6,
17,1994,Pop/Rock Group,Group,Aerosmith,Aerosmith,,,1990,41,140,6,6,
16,1991,Pop/Rock Group,Group,Aerosmith,Aerosmith,,,1990,41,140,6,6,
744,1983,Pop/Rock Female,Female Artist,Olivia Newton-John,Olivia Newton-John,,Female,1980,42,148,6,6,
314,1996,Pop/Rock Album,Album,Eagles Hell Freezes Over ,Eagles ,ÂÂHell Freezes OverÃ¢ ,,1990,43,174,1,5,1.0
313,1977,Pop/Rock Album,Album,Eagles Their Greatest Hits 1971-1975 ,Eagles ,ÂÂTheir Greatest Hits 1971-1975Ã¢ ,,1970,43,174,1,5,1.0
1016,1999,Soul/R&B Male,Male Artist,Will Smith ,Will Smith ,,Male,1990,42,156,3,5,
65,1977,Soul/R&B Female,Female Artist,Aretha Franklin,Aretha Franklin,,Female,1970,41,148,5,5,
64,1976,Soul/R&B Female,Female Artist,Aretha Franklin,Aretha Franklin,,Female,1970,41,148,5,5,
53,2002,Soul/R&B New Artist,Artist_No Gender,Alicia Keys ,Alicia Keys ,,,2000,15,216,3,5,
52,2004,Soul/R&B Female,Female Artist,Alicia Keys ,Alicia Keys ,,Female,2000,41,148,3,5,
51,2008,Soul/R&B Album,Album,Alicia Keys As I Am ,Alicia Keys ,ÂÂAs I AmÃ¢ ,,2000,40,174,2,5,2.0
978,2011,Soul/R&B Male,Male Artist,Usher,Usher,,Male,2010,42,156,5,5,
977,2010,Soul/R&B Male,Male Artist,Usher,Usher,,Male,2010,42,156,5,5,
976,2004,Soul/R&B Male,Male Artist,Usher,Usher,,Male,2000,42,156,5,5,
975,2004,Pop/Rock Male,Male Artist,Usher,Usher,,Male,2000,43,156,5,5,
274,2002,Soul/R&B Group,Group,Destinys Child ,Destinys Child,,,2000,34,140,3,5,
275,2005,Soul/R&B Group,Group,Destinys Child ,Destinys Child,,,2000,34,140,3,5,
979,2012,Soul/R&B Male,Male Artist,Usher,Usher,,Male,2010,42,156,5,5,
49,2008,Pop/Rock Album,Album,Alicia Keys As I Am ,Alicia Keys ,ÂÂAs I AmÃ¢ ,,2000,43,174,2,5,2.0
328,2005,Rap/Hip-Hop Male,Male Artist,Eminem,Eminem,,Male,2000,7,156,5,5,
327,2003,Pop/Rock Male,Male Artist,Eminem,Eminem,,Male,2000,43,156,5,5,
316,1996,Pop/Rock Group,Group,Eagles ,Eagles ,,,1990,41,140,3,5,
315,1981,Pop/Rock Group,Group,Eagles ,Eagles ,,,1980,41,140,3,5,
312,1996,Adult Contemporary Artist,Artist_No Gender,Eagles ,Eagles ,,,1990,24,216,3,5,
50,2002,Pop/Rock New Artist,Artist_No Gender,Alicia Keys ,Alicia Keys ,,,2000,15,216,3,5,
273,2001,Soul/R&B Group,Group,Destinys Child ,Destinys Child,,,2000,34,140,3,5,
272,2005,Soul/R&B Album,Album,Destinys Child Destiny Fulfilled ,Destinys Child,ÂÂDestiny FulfilledÃ¢ ,,2000,40,174,1,5,1.0
271,2002,Pop/Rock Album,Album,Destinys Child Survivor ,Destinys Child,ÂÂSurvivorÃ¢ ,,2000,43,174,1,5,1.0
67,1986,Soul/R&B Female,Female Artist,Aretha Franklin,Aretha Franklin,,Female,1980,41,148,5,5,
68,1986,Soul/R&B Video Female,Female Artist,Aretha Franklin,Aretha Franklin,,Female,1980,2,148,5,5,
158,1997,Country Group,Group,Brooks & Dunn,Brooks & Dunn,,,1990,41,140,5,5,
159,2000,Country Group,Group,Brooks & Dunn,Brooks & Dunn,,,2000,41,140,5,5,
160,2002,Country Group,Group,Brooks & Dunn,Brooks & Dunn,,,2000,41,140,5,5,
161,2004,Country Group,Group,Brooks & Dunn,Brooks & Dunn,,,2000,41,140,5,5,
162,2005,Country Group,Group,Brooks & Dunn,Brooks & Dunn,,,2000,41,140,5,5,
215,1999,Adult Contemporary Artist,Artist_No Gender,Celine Dion ,Celine Dion ,,,1990,24,216,5,5,
216,2001,Adult Contemporary Artist,Artist_No Gender,Celine Dion ,Celine Dion ,,,2000,24,216,5,5,
217,2003,Adult Contemporary Artist,Artist_No Gender,Celine Dion ,Celine Dion ,,,2000,24,216,5,5,
218,1998,Pop/Rock Female,Female Artist,Celine Dion ,Celine Dion ,,Female,1990,42,148,5,5,
66,1984,Soul/R&B Female,Female Artist,Aretha Franklin,Aretha Franklin,,Female,1980,41,148,5,5,
1012,1999,Pop/Rock Album,Album,Will Smith Big Willie Style ,Will Smith ,ÂÂBig Willie StyleÃ¢ ,,1990,43,174,2,5,2.0
1013,2000,Pop/Rock Male,Male Artist,Will Smith ,Will Smith ,,Male,2000,43,156,3,5,
330,2010,Rap/Hip-Hop Male,Male Artist,Eminem,Eminem,,Male,2010,7,156,5,5,
1014,2005,Pop/Rock Male,Male Artist,Will Smith ,Will Smith ,,Male,2000,43,156,3,5,
1015,1999,Soul/R&B Album,Album,Will Smith Big Willie Style ,Will Smith ,ÂÂBig Willie StyleÃ¢ ,,1990,40,174,2,5,2.0
219,1999,Pop/Rock Female,Female Artist,Celine Dion ,Celine Dion ,,Female,1990,42,148,5,5,
224,1975,Country Male,Male Artist,Charlie Rich ,Charlie Rich ,,Male,1970,44,156,1,5,
225,1974,Country Single,Single,Charlie Rich Behind Closed Doors ,Charlie Rich ,ÂÂBehind Closed DoorsÃ¢ ,,1970,24,94,2,5,2.0
226,1975,Country Single,Single,Charlie Rich The Most Beautiful Girl In The World ,Charlie Rich ,ÂÂThe Most Beautiful Girl In The WorldÃ¢ ,,1970,24,94,1,5,1.0
227,1974,Country Single,Single,Charlie Rich  Behind Closed Doors,Charlie Rich , Behind Closed Doors,,1970,24,94,1,5,1.0
228,1975,Pop/Rock Album,Album,Charlie Rich Behind Closed Doors ,Charlie Rich ,ÂÂBehind Closed DoorsÃ¢ ,,1970,43,174,2,5,2.0
329,2006,Rap/Hip-Hop Male,Male Artist,Eminem,Eminem,,Male,2000,7,156,5,5,
782,1990,Award Of Achievement,Award Of Achievement,Prince ,Prince ,,,1990,6,6,2,5,
331,2003,Soul/R&B Male,Male Artist,Eminem,Eminem,,Male,2000,42,156,5,5,
433,1987,Pop/Rock Group,Group,Huey Lewis & The News ,Huey Lewis & The News ,,,1980,41,140,3,5,
661,1995,Adult Contemporary Artist,Artist_No Gender,Michael Bolton,Michael Bolton,,,1990,24,216,5,5,
662,1992,Pop/Rock Male,Male Artist,Michael Bolton,Michael Bolton,,Male,1990,43,156,5,5,
663,1993,Pop/Rock Male,Male Artist,Michael Bolton,Michael Bolton,,Male,1990,43,156,5,5,
664,1995,Pop/Rock Male,Male Artist,Michael Bolton,Michael Bolton,,Male,1990,43,156,5,5,
723,2011,Rap/Hip-Hop Album,Album,Nicki Minaj Pink Friday ,Nicki Minaj ,ÂÂPink FridayÃ¢ ,,2010,16,174,2,5,2.0
724,2012,Rap/Hip-Hop Album,Album,Nicki Minaj Pink Friday ,Nicki Minaj ,ÂÂPink FridayÃ¢ ,,2010,16,174,2,5,2.0
725,2015,Rap/Hip-Hop Artist,Artist_No Gender,Nicki Minaj ,Nicki Minaj ,,,2010,17,216,3,5,
726,2011,Rap/Hip-Hop Favorite Artist,Artist_No Gender,Nicki Minaj ,Nicki Minaj ,,,2010,2,216,3,5,
727,2012,Rap/Hip-Hop Favorite Artist,Artist_No Gender,Nicki Minaj ,Nicki Minaj ,,,2010,2,216,3,5,
805,2006,T-Mobile Text-In Awards,T-Mobile Text-In Awards,Rascal Flatts,Rascal Flatts,,,2000,5,5,5,5,
804,2009,Country Group,Group,Rascal Flatts,Rascal Flatts,,,2000,41,140,5,5,
803,2008,Country Group,Group,Rascal Flatts,Rascal Flatts,,,2000,41,140,5,5,
802,2007,Country Group,Group,Rascal Flatts,Rascal Flatts,,,2000,41,140,5,5,
801,2006,Country Group,Group,Rascal Flatts,Rascal Flatts,,,2000,41,140,5,5,
746,2014,Artist Of The Year,Artist Of The Year,One Direction,One Direction,,,2010,12,12,5,5,
747,2015,Artist Of The Year,Artist Of The Year,One Direction,One Direction,,,2010,12,12,5,5,
748,2013,Pop/Rock Group,Group,One Direction,One Direction,,,2010,41,140,5,5,
749,2014,Pop/Rock Group,Group,One Direction,One Direction,,,2010,41,140,5,5,
750,2015,Pop/Rock Group,Group,One Direction,One Direction,,,2010,41,140,5,5,
769,1996,Alternative Artist,Artist_No Gender,Pearl Jam ,Pearl Jam ,,,1990,20,216,5,5,
770,1999,Alternative Artist,Artist_No Gender,Pearl Jam ,Pearl Jam ,,,1990,20,216,5,5,
771,1996,Heavy Metal/Hard Rock Artist,Artist_No Gender,Pearl Jam ,Pearl Jam ,,,1990,7,216,5,5,
772,1993,Heavy Metal/Hard Rock New Artist,Artist_No Gender,Pearl Jam ,Pearl Jam ,,,1990,5,216,5,5,
773,1993,Pop/Rock New Artist,Artist_No Gender,Pearl Jam ,Pearl Jam ,,,1990,15,216,5,5,
786,1985,Pop/Rock Album,Album,Prince Purple Rain ,Prince ,ÂÂPurple RainÃ¢ ,,1980,43,174,2,5,2.0
785,1985,Black Single,Single,Prince When Doves Cry ,Prince ,ÂÂWhen Doves CryÃ¢ ,,1980,1,94,1,5,1.0
784,1985,Black Album,Album,Prince Purple Rain ,Prince ,ÂÂPurple RainÃ¢ ,,1980,1,174,2,5,2.0
660,1993,Adult Contemporary Artist,Artist_No Gender,Michael Bolton,Michael Bolton,,,1990,24,216,5,5,
851,2017,Favorite Artist - Latin,Artist_No Gender,Shakira ,Shakira ,,,2010,3,216,5,5,
852,2005,Latin Music Artist,Artist_No Gender,Shakira ,Shakira ,,,2000,18,216,5,5,
548,1986,Soul/R&B Group,Group,Kool & The Gang ,Kool & The Gang ,,,1980,34,140,4,5,
434,1985,Pop/Rock Group Video,Group,Huey Lewis & The News ,Huey Lewis & The News ,,,1980,2,140,3,5,
435,1986,Pop/Rock Single,Single,Huey Lewis & The News The Power Of Love ,Huey Lewis & The News ,ÂÂThe Power Of LoveÃ¢ ,,1980,24,94,2,5,2.0
436,1986,Pop/Rock Single Video,Single,Huey Lewis & The News The Power Of Love ,Huey Lewis & The News ,ÂÂThe Power Of LoveÃ¢ ,,1980,2,94,2,5,2.0
437,1987,Pop/Rock Video Group,Group,Huey Lewis & The News ,Huey Lewis & The News ,,,1980,1,140,3,5,
491,2007,Pop/Rock Male,Male Artist,Justin Timberlake ,Justin Timberlake ,,Male,2000,43,156,3,5,
492,2013,Pop/Rock Male,Male Artist,Justin Timberlake ,Justin Timberlake ,,Male,2010,43,156,3,5,
493,2007,Soul/R&B Album,Album,Justin Timberlake Futuresex/Lovesounds ,Justin Timberlake ,ÂÂFuturesex/LovesoundsÃ¢ ,,2000,40,174,1,5,1.0
783,1995,Award Of Merit,Merit,Prince ,Prince ,,,1990,35,36,2,5,
495,2013,Soul/R&B Male,Male Artist,Justin Timberlake ,Justin Timberlake ,,Male,2010,42,156,3,5,
545,1986,Soul/R&B Album,Album,Kool & The Gang Emergency ,Kool & The Gang ,ÂÂEmergencyÃ¢ ,,1980,40,174,1,5,1.0
546,1982,Soul/R&B Group,Group,Kool & The Gang ,Kool & The Gang ,,,1980,34,140,4,5,
547,1983,Soul/R&B Group,Group,Kool & The Gang ,Kool & The Gang ,,,1980,34,140,4,5,
549,1987,Soul/R&B Video Group,Group,Kool & The Gang ,Kool & The Gang ,,,1980,2,140,4,5,
853,2006,Latin Music Artist,Artist_No Gender,Shakira ,Shakira ,,,2000,18,216,5,5,
571,2004,Alternative Artist,Artist_No Gender,Linkin Park,Linkin Park,,,2000,20,216,5,5,
572,2007,Alternative Artist,Artist_No Gender,Linkin Park,Linkin Park,,,2000,20,216,5,5,
573,2008,Alternative Artist,Artist_No Gender,Linkin Park,Linkin Park,,,2000,20,216,5,5,
574,2012,Alternative Artist,Artist_No Gender,Linkin Park,Linkin Park,,,2010,20,216,5,5,
575,2017,Favorite Artist - Alternative Rock,Artist_No Gender,Linkin Park,Linkin Park,,,2010,3,216,5,5,
860,2000,Pop/Rock Female,Female Artist,Shania Twain,Shania Twain,,Female,2000,42,148,5,5,
859,1996,Country New Artist,Artist_No Gender,Shania Twain,Shania Twain,,,1990,15,216,5,5,
858,2000,Country Female,Female Artist,Shania Twain,Shania Twain,,Female,2000,44,148,5,5,
857,1999,Country Female,Female Artist,Shania Twain,Shania Twain,,Female,1990,44,148,5,5,
856,1997,Country Female,Female Artist,Shania Twain,Shania Twain,,Female,1990,44,148,5,5,
855,2012,Latin Music Artist,Artist_No Gender,Shakira ,Shakira ,,,2010,18,216,5,5,
854,2010,Latin Music Artist,Artist_No Gender,Shakira ,Shakira ,,,2010,18,216,5,5,
494,2013,Soul/R&B Album,Album,Justin Timberlake The 20/20 Experience ,Justin Timberlake ,ÂÂThe 20/20 ExperienceÃ¢ ,,2010,40,174,1,5,1.0
